"","p_value","FDR","log2FC","linearFC"
"ERAL1",0.258636653860277,0.455896495104829,-0.024258914616933,0.983325584742636
"SNRNP200",0.000264830506899802,0.00399884293075273,0.06914931104453,1.04909789785002
"TRMU",0.972480649543495,0.988467552103169,0.00276431431676905,1.00191791352275
"TIPRL",0.000558197542657648,0.00669837051189178,0.197906894276141,1.14703299695041
"OFD1",0.921173152722649,0.962300191717831,-0.00543123978322946,0.996242428862535
"TOM1L1",0.948391973839458,0.976921323335698,-0.00215505888208867,0.998507342135493
"RPS6KA4",0.904193929194868,0.952493643523079,0.00250949848249249,1.00174096552159
"SURF6",0.297627583922435,0.496097757821209,-0.0209757390659391,0.985565910468664
"PPM1B",0.333777320303176,0.532538504235085,-0.0230233172128358,0.984168115523961
"ADAP1",0.00466761250074217,0.0291378647643584,0.0778567198517219,1.05544889133788
"UTP20",0.00577489342545752,0.0337757346531104,0.0362123702100909,1.02541817224348
"NUP155",0.00112181691184782,0.0108092935157626,0.128820371177792,1.09339931072284
"RP2",0.00710256936393639,0.0392752889692266,-0.070585737432193,0.952251303378371
"GJB3",0.105162224089208,0.252611576737916,-0.0908758740033235,0.938952529047952
"WDHD1",0.0261649246839878,0.0986791445224681,0.0434755391543433,1.03059360048461
"CRTAP",0.0140114979238805,0.0637056105605765,0.0585100611579357,1.04138971328838
"SLC25A12",0.843710792942039,0.915803461363072,0.00457322752017575,1.00317494927029
"PIK3C2G",0.360016886706709,0.556340294714447,-1.15218166057859,0.449944305459499
"RAD51D",0.434720481107199,0.619817494317302,-0.784269821598613,0.580645759906558
"PALM",0.615819891197184,0.765821302166503,-0.0416112056832993,0.97156929010886
"ATP6AP2",0.00101272819564395,0.0100912689288387,0.179086839193719,1.1321670478462
"RNASEH2A",0.184225965633711,0.36630352350493,0.0229321107746365,1.01602233067718
"CDC123",1.92765701255105e-05,0.000702774211459315,0.181101178469948,1.13374892158354
"PPP1R15A",0.570705440776333,0.731982989781115,0.97459308074243,1.96508685646919
"CAPN15",0.837883130080853,0.912473125293639,-0.0171544084020976,0.988179883172684
"BCAR3",0.467342698729613,0.649250152164853,-0.0196959670663954,0.98644056465155
"POP7",0.247065325439638,0.443222845988162,0.0886535540444982,1.06337728489615
"RPP40",0.158933560896932,0.332960533268033,0.0780736358166063,1.05560759495881
"EIF3G",0.000886108138255644,0.00919126616411177,0.064319285389292,1.04559147629867
"EIF3J",0.351827476543206,0.548553261198247,-0.0138109856218769,0.990472629989691
"CBR3",0.429874864159953,0.616128877107715,-0.0370702450189597,0.974632174762277
"PSMD10",0.00217040917017262,0.0169006932908589,0.186935905310936,1.13834345470644
"UPK1B",0.0706489690769206,0.192923310952792,-0.203566097416914,0.868401367293294
"AP1G2",0.234046638201352,0.427362268415856,0.0499054555155958,1.03519708179674
"ZMPSTE24",0.581192287275219,0.740423050912265,-0.0138522290437102,0.990444314999046
"PPP1R37",0.0406642937018973,0.132905982290866,-0.0771881325665014,0.947903347099563
"IDH1",0.840392210577859,0.914232334357198,-0.00363552666816958,0.997483217361514
"GATB",0.0556735348316574,0.163955454862283,0.122470532022358,1.08859742759226
"SCO1",0.87298389682681,0.933799530993414,0.00570556520683141,1.00396262696335
"ATRN",0.844767463259766,0.916190951407093,0.0180314256160798,1.01257686364396
"RBBP9",0.000266409350703467,0.00400335850997006,0.222972974000001,1.16713623765555
"STAM2",0.0122516319231185,0.057990190325618,0.0765195232481162,1.05447107636911
"ALDH1L1",0.00340800293939093,0.0233985705167578,-0.183262238063625,0.880709273426868
"TUSC2",0.199309070437024,0.385570172105341,-0.075958329371737,0.948711717218678
"DGAT1",0.00068791520383238,0.00787205890349844,-0.128301279594853,0.914908086912999
"CCNK",0.168141160045797,0.345225101308279,-0.0450275552757127,0.969271303810443
"DHRS3",0.810313392218833,0.89575537127453,0.00649273302281017,1.00451056168598
"ARL6IP5",0.360984122078901,0.556783651544237,-0.032726603128868,0.977571002738351
"PIAS1",0.427225782432862,0.61405265251678,0.113321435561144,1.0817157452339
"PIAS2",0.299856766373901,0.498279751472894,-0.0820257750343405,0.94473016239902
"BCAS2",0.886985924994782,0.942005295893757,0.00612179226228449,1.00425231860435
"DCTN3",0.0846266498095608,0.216839230445036,-0.0613944334883243,0.958337392788541
"DNAJC8",0.000551737894580889,0.00664032783713235,0.151668962155597,1.11085380517388
"SMNDC1",0.725258873176617,0.842395489366652,-0.0112920264742868,0.992203515174102
"RAD17",0.570813462414213,0.731986426887797,0.030616840640759,1.0214487643693
"ATP5PD",0.0843079643212644,0.216630381092022,-0.0715486908523353,0.951615917752144
"FLOT1",0.513220540473276,0.686980193528507,0.0198642530206676,1.01386407815815
"TRIO",0.523129308791943,0.694313767111222,-0.015046265183285,0.989624920039083
"ATP5MG",0.00453476507224367,0.0286804616315628,0.133410881602718,1.09688393821505
"MPDZ",0.984394186776256,0.994149717046297,0.00145769021860609,1.001010904485
"CPD",0.604077043203723,0.759900517732554,0.00422702785933282,1.00293424894866
"GLRX3",0.0019818006999348,0.0159010362041828,0.0723360446552945,1.05141778563542
"KRT38",0.991450361853921,0.996319960880709,0.0444175064934829,1.03126671744742
"RSL1D1",0.2531044363243,0.449524024930138,0.0313040570000886,1.02193543930295
"WFS1",0.433087786416483,0.618403482366057,0.0193477041132084,1.01350113476232
"ANXA9",0.834720888955055,0.910724934111839,-0.0168679329819774,0.988376125169423
"CLPX",0.0426244628967496,0.137122092903694,0.0478184728151199,1.03370066262071
"NEBL",0.33778244227631,0.536883182674174,-1.03940526465766,0.486527998247911
"SEC14L2",0.801175403288647,0.889634547310448,0.00750740778502745,1.00521730150273
"TM7SF2",0.0761909603547639,0.202725578089934,-0.278855205821809,0.824244805040991
"RNF8",0.0770554180057697,0.204150709277831,0.223806627972468,1.16781085627246
"SNCG",0.530449384255713,0.70007946116813,-0.0163222982090261,0.988750004861119
"CIAO1",0.188530636572584,0.371701934403764,-0.0490779061780593,0.966553901312321
"DFFB",0.648687327772011,0.786963695595336,0.0587800827615315,1.04158464293683
"ZFAND5",0.513332251093341,0.687017357800147,0.040819664533208,1.02869811360021
"RGS20",0.0676564917547375,0.187504479688714,0.10130996655136,1.07274707438753
"SRP72",0.0144806582690758,0.0651201857626549,0.0488688460584648,1.0344535361234
"KRT15.1",0.148311534669705,0.317993607476255,1.34414156126001,2.53879087305742
"DXO",0.247495077234994,0.443604842770738,1.22270249912459,2.33383488950177
"SRPP",0.18370342049597,0.365708779698132,-1.63957229943525,0.320951609422773
"DDAH1",4.57762972911124e-09,2.6759515502176e-06,-0.143642772242384,0.905230580557865
"RECQL4",0.385664169416738,0.576278174640604,-0.0454361977826334,0.968996797172475
"RECQL5",0.120241639416427,0.277329480276115,0.0610941842041708,1.0432566987717
"URI1",0.00468295065209608,0.0291890846433772,-0.0961041092064221,0.935555982866282
"B3GAT3",0.943300921656122,0.974129305089426,0.00390700272930822,1.00271179821715
"STK17B",0.691314482340522,0.816409483906902,-0.0301449141553736,0.979321922855543
"MTA2",5.92069961703692e-06,0.000334172452867794,0.141547320071712,1.10308756573971
"USP1",0.000908203735764934,0.00932589632810567,0.223589931229824,1.16763546105923
"STK10",0.574373018438601,0.734717446039467,0.0168906289756805,1.01177649512363
"PRKD3",0.900265834293309,0.950435447349902,-0.0184333788361428,0.987304235324939
"ATG12",0.455622924035537,0.639128560635149,-0.0703735149414282,0.952391391201673
"LTN1",0.495152370907261,0.67274092446496,-0.0159643876485411,0.988995329034717
"TOMM70",0.0383447314293971,0.127826184121461,0.0431201164731476,1.03033973448133
"IPO13",0.0175399182803963,0.0745309923191919,0.0874861850870534,1.06251719214835
"DDHD2",0.858325561689023,0.925143047266533,0.0112928302021924,1.00785830911556
"MYO1D",9.12887785464057e-07,9.51912656462996e-05,-0.0941026532988118,0.936854783681048
"TOX4",0.36601127020501,0.560104008107292,-0.0318026501399835,0.978197274345377
"MICAL2",0.826508755848834,0.906479182238925,0.00705879552481115,1.00490477343044
"SEC24D",0.00918661685304602,0.047107313487048,-0.0831838749293823,0.943972099983754
"SUPT7L",0.127808310093682,0.289185294389464,-0.0897096932807404,0.939711823968675
"FCHSD2",0.067865176448835,0.18787591166919,0.245411747062667,1.18543104624732
"UFL1",0.0626759736944436,0.177682986217957,0.0238532445226021,1.01667124903445
"SORBS2",0.179702712232306,0.36066507149295,-1.44556568137485,0.367148171129558
"TMCC1",0.895553184846275,0.94762836364937,-0.0119243991542461,0.991768700548912
"PHF14",0.684279335869805,0.81175669781619,-0.0129203618385212,0.991084270564324
"SASH1",0.0556126682635842,0.163835160932028,-0.0597152865601824,0.959453447166956
"TMEM63A",0.478656652988761,0.659149595837123,0.0200573478118606,1.01399978596116
"FARP2",0.0233307493293619,0.0914896274611872,-0.173732308883739,0.88654618199572
"UBXN7",0.849305385251025,0.919285183559633,0.00537896191197262,1.00373537145891
"SUN1",0.0200808686106635,0.0820069005537275,0.0352794550913238,1.02475530250669
"PLPBP",0.572707390603628,0.733610468727514,0.0129608615691019,1.00902425996397
"ERLIN2",0.0654908957115691,0.183302835329508,0.0346544840243723,1.02431147779128
"PRPF6",0.0910140164746408,0.229046344043192,0.0286674036130989,1.02006946711148
"PCF11",0.031230942806139,0.111433398771832,-0.0806980070678094,0.945600034282204
"FRYL",0.466786096950888,0.648697133205309,0.0168220750680241,1.01172841872319
"NFAT5",0.189728590090077,0.373254514734901,-0.139578429758192,0.907784380442149
"ENDOD1",0.834908937789269,0.910724934111839,-0.00601971740348617,0.995836142846514
"CDK14",0.19844876890267,0.384585537461391,1.20512818974965,2.30557754512199
"GLCE",0.0578481401543871,0.168566143371603,-0.113669826919875,0.924234067103554
"HAUS5",0.538684822763777,0.70639265974984,-0.0168004523238068,0.988422356583136
"ABLIM3",0.486305617644863,0.665873377079732,-0.132834219426735,0.912037962088084
"FBXO21",0.00269811447565389,0.0198227900917958,0.182114758609627,1.13454572834047
"KDM4B",0.129419359559566,0.29125589289871,-0.0795195396004473,0.946372764556238
"MTCL2",0.000390217618634581,0.00526612109885375,0.120819123120913,1.08735205630706
"USP19",0.0686867978020188,0.189078254630137,0.0823979019247059,1.05877636999955
"WDR47",0.224216206706166,0.415041504491267,-0.0687053044388772,0.953493292990496
"AP2A2",0.195986790043644,0.381568572726181,0.0184350280431325,1.01286017760747
"SEC31A",0.528544438663607,0.698241757227273,0.0115811942642559,1.00805977869513
"CLSTN1",0.264508505864745,0.46148570574295,1.4049879981545,2.648155790571
"CEP152",0.793834166413852,0.885717630256436,0.0137998942642934,1.00961125205118
"FAM13A",0.108687766512869,0.258200487994577,-0.0573155640967098,0.961050692507085
"HEXIM1",0.280169001440324,0.477205208903264,0.0307515832754781,1.02154416854083
"CCNB2",0.00257059432129333,0.0191765498439312,0.12236923243133,1.08852099383483
"YIF1A",0.0133354040723539,0.0614856039031801,0.164129626028281,1.12048988559358
"UBR5",0.000113899184859311,0.00226716009755593,0.0338085101230092,1.02371101356345
"AGFG2",0.464696423763669,0.647268267041365,0.0371100519422267,1.02605641218566
"PRSS23",0.20270100896564,0.390238780845635,-0.214931585759544,0.861587016179971
"SCAF4",0.498351183837689,0.67513757466109,0.0298366536785792,1.02089653015241
"NDUFB6",0.00240966446716889,0.018209320405642,-0.176565714974661,0.884806742817362
"MFN2",0.000459333627305188,0.00589237468763738,0.0887146142269089,1.06342229190262
"SNUPN",0.958941852023784,0.983579410573085,0.00549495317653914,1.00381607404127
"UBE4B",0.996056600002755,0.997519238181907,0.000109019730459181,1.00007556957403
"ZFPL1",0.22495417120976,0.416050833261169,0.0923457478885901,1.06610220129769
"ELP1",0.403329296237399,0.591973988595207,-0.00938790945996715,0.993513923023187
"UBL3",0.0332323622749098,0.116327481975133,0.137936879010091,1.10033046650454
"NDUFA3",0.821016766304669,0.902754429052453,0.0158729977485095,1.01106307178496
"NDUFB4",0.548991691048152,0.713973393907413,0.017391822958551,1.01212804854976
"NDUFB8",0.0456034728570914,0.143656205489775,0.14178437365139,1.10326883228122
"SCEL",4.04675051167159e-05,0.00115395840374635,0.114587403388359,1.08266536958406
"NDUFA7",0.0316333918117081,0.112364443831171,-0.101424015222129,0.932112493693695
"RTN3",0.0223720540757718,0.0886648380417028,0.128855606436151,1.09342601538084
"LETM1",0.0395503495628837,0.130325943035942,-0.026449721272332,0.981833487443861
"EPN2",0.157200255849377,0.330641710067156,-0.0611694552802575,0.958486850459889
"STBD1",0.203589499746477,0.391137621593493,0.0956209914497563,1.068525243449
"ZRANB2",0.343778803630369,0.542306424231098,-0.0297432532803477,0.979594613931234
"SNX4",0.0116814784519926,0.0560770988154662,-0.0671895528745914,0.954495596594526
"ZWINT",0.0915316189760414,0.229995323825583,0.0781005804514514,1.05562731030127
"LUC7L3",1.89174852090964e-05,0.00069739053581642,0.228238995513397,1.17140421887545
"KIF20A",3.24717217986846e-05,0.00100282479698277,0.130833551473206,1.09492613823456
"APOL3",0.612408917900037,0.764211079540919,-1.01555859353528,0.494636773933528
"KIF4A",0.000189844395932489,0.0031837838858842,0.0834123526191064,1.05952112485596
"MBD4",0.0150859312427276,0.0668452957717829,0.215722711252857,1.16128550917776
"SBF1",0.711031014890999,0.831772130627206,-0.00776012907855161,0.994635528850487
"GOSR1",0.00431887665753324,0.0277580915251645,-0.0962699354022654,0.935448454407701
"KAT7",0.96078206167557,0.98455594620692,0.00176031535296062,1.00122090231897
"ATE1",0.0396479427810809,0.130469949224112,-0.082733138072637,0.944267068413152
"TNKS",0.902121552562076,0.951290141240566,-0.182077862222343,0.881432585724522
"CCNDBP1",0.652894778309275,0.79013264988927,0.05692940578205,1.04024936360423
"VAPB",0.019200285137519,0.0794816052430227,0.0410428106235941,1.02885723781514
"SNAPIN",0.495283742183417,0.67274092446496,0.0525036124100531,1.03706305324226
"MPZL1",0.49173029726657,0.670246060610007,-0.0167232550827308,0.988475247539495
"NDUFC2",0.55866582829405,0.722384396260051,0.0171539763321285,1.01196120012212
"NDUFA10",0.923766806348234,0.96342876850617,-0.0016631755692984,0.998847838791353
"FKBP9",0.00424039633530053,0.0274552243734965,0.0809619081404165,1.05772303590805
"PGLS",0.000504598025341358,0.00622870322683813,0.166240308096864,1.12213037696438
"PAPSS2",0.569101929751764,0.730707592263639,-1.47720135196888,0.35918491043901
"SMC2",0.00188122713718885,0.0153499131512997,0.0558917487111081,1.03950143421966
"ATG7",0.592070610262997,0.750078308729469,-0.0129026352691746,0.99109644821205
"TACC2",0.64809608825986,0.78659623110169,-0.0175337086527527,0.987920114060463
"TRIM16",0.00330029444111962,0.0229303518598833,0.0744528073296564,1.0529615876118
"FARS2",0.27192244144927,0.468902920526934,-0.0603194125241693,0.959051761863051
"ZBTB7A",0.96881754331078,0.987323166057579,-0.00269836324674877,0.998131385162043
"LYPLA2",0.0392019207873202,0.129605087615483,0.145464068286401,1.10608638828379
"IPO7",2.17861048429064e-05,0.000745470352619351,0.0584627383277301,1.04135555450989
"ARIH2",0.74442927339342,0.853756890898508,0.0161465352906074,1.01125478931352
"TNFAIP8",0.104193858557894,0.251392257794164,-0.0811290833515557,0.945317531851644
"MAP3K6",0.809176215813335,0.895389149569543,-0.0123106267966584,0.991503227106987
"SLU7",0.108185794845232,0.257381553782958,-0.0734072564655435,0.950390778809666
"PGM3",0.667542315927736,0.800581230004776,0.00885714557305306,1.0061581896431
"MOCS3",0.0222687374093823,0.0884266603388572,0.0987969853217301,1.07088011935321
"CD2BP2",0.437440854420756,0.622719769104099,-0.0268618467045734,0.981553053430303
"MED26",0.425127408052171,0.61189636079827,-0.0905598215925636,0.93915824869756
"ZFYVE9",0.219734919125103,0.409451406675738,-0.0652162786531303,0.955802019763377
"SVIL",0.558735731711403,0.722384396260051,0.00985752300351805,1.00685611052566
"PIGN",0.500083941211171,0.67669317250006,-0.0450473132062932,0.969258029581687
"BAG4",0.442902517784401,0.627113184350785,-0.0535770765512869,0.963544313900138
"AHSA1",0.000424810181131154,0.00560749439093123,0.0808287989836707,1.05762545040139
"GJB6",0.733296025591651,0.846169454828125,0.0426868620733423,1.03003036057454
"PARN",0.0208477594267822,0.0844588306163327,0.0380163179038746,1.02670115837242
"PSMG1",0.033496978353917,0.116903740233883,0.112690204767855,1.08124255934708
"SGPL1",0.129923673870096,0.291953692189144,0.0259950392119777,1.01818169868358
"CTDNEP1",0.627109816873874,0.772350149179201,0.0308877026750878,1.02164055657503
"NSA2",0.440444976629191,0.625141940771249,-0.0163666597864882,0.988719602153458
